,temp,datetime
0,17.562,2023-09-11 09:35:13
1,17.562,2023-09-11 09:35:19
2,17.562,2023-09-11 09:35:24
3,17.562,2023-09-11 09:35:29
4,17.625,2023-09-11 09:35:35
5,17.625,2023-09-11 09:35:40
6,17.625,2023-09-11 09:35:46
7,17.625,2023-09-11 09:35:51
8,17.625,2023-09-11 09:35:56
9,17.625,2023-09-11 09:36:01
10,17.625,2023-09-11 09:36:07
11,17.625,2023-09-11 09:36:12
12,17.625,2023-09-11 09:36:17
13,17.625,2023-09-11 09:36:23
14,17.625,2023-09-11 09:36:28
15,17.625,2023-09-11 09:36:33
16,17.625,2023-09-11 09:36:39
17,17.625,2023-09-11 09:36:44
18,17.687,2023-09-11 09:36:50
19,17.687,2023-09-11 09:36:55
20,17.687,2023-09-11 09:37:01
21,17.625,2023-09-11 09:37:06
22,17.687,2023-09-11 09:37:11
23,17.687,2023-09-11 09:37:17
24,17.687,2023-09-11 09:37:22
25,17.687,2023-09-11 09:37:27
26,17.687,2023-09-11 09:37:33
27,17.687,2023-09-11 09:37:38
28,17.687,2023-09-11 09:37:44
29,17.687,2023-09-11 09:37:49
30,17.687,2023-09-11 09:37:54
31,17.687,2023-09-11 09:38:00
32,17.687,2023-09-11 09:38:05
33,17.687,2023-09-11 09:38:11
34,17.687,2023-09-11 09:38:16
35,17.687,2023-09-11 09:38:21
36,17.687,2023-09-11 09:38:27
37,17.687,2023-09-11 09:38:33
38,17.687,2023-09-11 09:38:38
39,17.687,2023-09-11 09:38:43
40,17.687,2023-09-11 09:38:49
41,17.75,2023-09-11 09:38:54
42,17.687,2023-09-11 09:39:00
43,17.75,2023-09-11 09:39:05
44,17.75,2023-09-11 09:39:10
45,17.75,2023-09-11 09:39:16
46,17.75,2023-09-11 09:39:21
47,17.75,2023-09-11 09:39:27
48,17.75,2023-09-11 09:39:32
49,17.75,2023-09-11 09:39:38
50,17.75,2023-09-11 09:39:43
51,17.75,2023-09-11 09:39:48
52,17.75,2023-09-11 09:39:54
53,17.75,2023-09-11 09:39:59
54,17.75,2023-09-11 09:40:05
55,17.75,2023-09-11 09:40:10
56,17.812,2023-09-11 09:40:16
57,17.75,2023-09-11 09:40:21
58,17.75,2023-09-11 09:40:26
59,17.75,2023-09-11 09:40:32
60,17.75,2023-09-11 09:40:37
61,17.812,2023-09-11 09:40:43
62,17.812,2023-09-11 09:40:48
63,17.812,2023-09-11 09:40:54
64,17.812,2023-09-11 09:40:59
65,17.812,2023-09-11 09:41:04
66,17.812,2023-09-11 09:41:10
67,17.812,2023-09-11 09:41:15
68,17.812,2023-09-11 09:41:20
69,17.812,2023-09-11 09:41:26
70,17.812,2023-09-11 09:41:31
71,17.812,2023-09-11 09:41:37
72,17.812,2023-09-11 09:41:42
73,17.812,2023-09-11 09:41:48
74,17.812,2023-09-11 09:41:53
75,17.812,2023-09-11 09:41:58
76,17.812,2023-09-11 09:42:04
77,17.812,2023-09-11 09:42:09
78,17.812,2023-09-11 09:42:15
79,17.812,2023-09-11 09:42:20
80,17.812,2023-09-11 09:42:25
81,17.812,2023-09-11 09:42:31
82,17.875,2023-09-11 09:42:36
83,17.812,2023-09-11 09:42:41
84,17.875,2023-09-11 09:42:47
85,17.875,2023-09-11 09:42:52
86,17.875,2023-09-11 09:42:57
87,17.875,2023-09-11 09:43:03
88,17.875,2023-09-11 09:43:08
89,17.875,2023-09-11 09:43:14
90,17.875,2023-09-11 09:43:19
91,17.875,2023-09-11 09:43:24
92,17.875,2023-09-11 09:43:30
93,17.875,2023-09-11 09:43:35
94,17.875,2023-09-11 09:43:41
95,17.875,2023-09-11 09:43:46
96,17.875,2023-09-11 09:43:51
97,17.875,2023-09-11 09:43:56
98,17.875,2023-09-11 09:44:02
99,17.875,2023-09-11 09:44:07
100,17.875,2023-09-11 09:44:12
101,17.875,2023-09-11 09:44:18
102,17.875,2023-09-11 09:44:23
