,datetime,temp1,temp2,temp3,temp4,temp5,temp6,rh_1,rh_2,moist
380,00:06:21,,,,,8.187,,,,
381,00:06:22,3.625,,,,,8.375,80.5,,
382,00:06:23,,2.187,,,,,,,
383,00:06:24,,,3.25,,,,80.5,,
384,00:06:25,,,,5,,,,,
385,00:06:26,,,,,8.187,,80.4,,
386,00:06:27,,,,,,8.437,,,
387,00:06:28,3.625,,,,,,80.4,,
388,00:06:29,,2.125,,,,,,,
389,00:06:30,,,3.25,5,,,80.5,,
390,00:06:31,,,,,8.187,,,,
391,00:06:32,,,,,,8.375,80.4,,
392,00:06:33,3.625,,,,,,,,
393,00:06:34,,2.125,,,,,80.4,,
394,00:06:35,,,3.25,,,,,,
395,00:06:36,,,,5,,,80.4,,
396,00:06:37,,,,,8.187,,,,
397,00:06:38,3.625,,,,,8.375,,,
398,00:06:39,,2.125,,,,,,,
399,00:06:40,,,3.25,,,,,,
400,00:06:41,,,,5,,,,,
401,00:06:42,,,,,8.187,,,,
402,00:06:43,,,,,,8.375,80.4,,
403,00:06:44,3.625,,,,,,80.4,,
404,00:06:45,,2.125,,,,,,,
405,00:06:46,,,3.187,,,,80.4,,
406,00:06:47,,,,5,8.187,,,,
407,00:06:48,,,,,,8.375,80.4,,
408,00:06:49,3.625,,,,,,,,
409,00:06:50,,2.187,,,,,80.4,,
410,00:06:51,,,3.187,,,,,,
411,00:06:52,,,,5,,,80.3,,
412,00:06:53,,,,,8.187,,,,
413,00:06:54,,,,,,8.375,80.3,,
414,00:06:55,3.625,2.125,,,,,,,
415,00:06:56,,,3.25,,,,80.3,,
416,00:06:57,,,,5,,,,,
417,00:06:58,,,,,8.187,,80.4,,
418,00:06:59,,,,,,8.375,,,
419,00:07:00,3.687,,,,,,80.4,,
420,00:07:01,,2.187,,,,,,,
421,00:07:02,,,3.25,,,,80.3,,
422,00:07:03,,,,5,,,,,
423,00:07:04,,,,,8.187,,80.3,,
424,00:07:05,3.687,,,,,8.375,,,
425,00:07:06,,2.187,,,,,80.2,,
426,00:07:07,,,3.25,,,,,,
427,00:07:08,,,,5,,,,,
428,00:07:09,,,,,8.187,,,,
429,00:07:10,,,,,,8.375,,,
430,00:07:11,3.687,,,,,,,,
431,00:07:12,,2.125,,,,,,,
432,00:07:13,,,3.25,,,,80.3,,
433,00:07:14,,,,5,,,80.3,,
434,00:07:15,,,,,8.187,,,,
435,00:07:16,3.687,,,,,8.375,80.2,,
436,00:07:17,,2.187,,,,,,,
437,00:07:18,,,3.25,,,,80.2,,
438,00:07:19,,,,5,,,,,
439,00:07:20,,,,,8.187,,80.2,,
440,00:07:21,,,,,,8.375,,,
441,00:07:22,3.687,,,,,,80.3,,
442,00:07:23,,2.125,,,,,,,
443,00:07:24,,,3.187,5,,,80.2,,
444,00:07:25,,,,,8.187,,,,
445,00:07:26,,,,,,8.375,80.2,,
446,00:07:27,3.687,,,,,,,,
447,00:07:28,,2.187,,,,,80.2,,
448,00:07:29,,,3.25,,,,,,
449,00:07:30,,,,5,,,80.1,,
450,00:07:31,,,,,8.187,8.375,,,
451,00:07:32,3.687,,,,,,80.2,,
452,00:07:33,,2.187,,,,,,,
453,00:07:34,,,3.25,,,,80.3,,
454,00:07:35,,,,5,,,,,
455,00:07:36,,,,,8.187,,80.1,,
456,00:07:37,,,,,,8.375,,,
457,00:07:38,3.687,,,,,,,,
458,00:07:39,,2.25,,,,,,,
459,00:07:40,,,3.187,5,,,,,
460,00:07:41,,,,,8.187,,,,
461,00:07:42,,,,,,8.375,,,
462,00:07:43,3.687,,,,,,80.2,,
463,00:07:44,,2.25,,,,,80.1,,
464,00:07:45,,,3.187,,,,,,
465,00:07:46,,,,5,,,80.1,,
466,00:07:47,,,,,8.187,,,,
467,00:07:48,3.687,,,,,8.375,80.1,,
468,00:07:49,,2.25,,,,,,,
469,00:07:50,,,3.187,,,,80.2,,
470,00:07:51,,,,5,,,,,
471,00:07:52,,,,,8.187,,80.2,,
472,00:07:53,,,,,,8.312,,,
473,00:07:54,3.687,,,,,,80.2,,
474,00:07:55,,2.25,,,,,,,
475,00:07:56,,,3.187,,,,80.2,,
476,00:07:57,,,,5,8.187,,,,
477,00:07:58,,,,,,8.375,80.1,,
478,00:07:59,3.687,,,,,,,,
479,00:08:00,,2.25,,,,,80.1,,
480,00:08:01,,,3.187,,,,,,
481,00:08:02,,,,5,,,80.1,,
482,00:08:03,,,,,8.187,,,,
483,00:08:04,3.687,,,,,8.375,80.1,,
484,00:08:05,,2.25,,,,,,,
485,00:08:06,,,3.187,,,,80.1,,
486,00:08:07,,,,5,,,,,
487,00:08:08,,,,,8.187,,,,
488,00:08:09,,,,,,8.375,,,
489,00:08:10,3.687,,,,,,,,
490,00:08:11,,2.25,,,,,,,
491,00:08:12,,,3.187,,,,,,
492,00:08:13,,,,5,8.187,,80.1,,
493,00:08:14,,,,,,8.375,80.2,,
494,00:08:15,3.687,,,,,,,,
495,00:08:16,,2.25,,,,,80.2,,
496,00:08:17,,,3.187,,,,,,
497,00:08:18,,,,4.937,,,80.1,,
498,00:08:19,,,,,8.187,,,,
499,00:08:20,,,,,,8.375,80.1,,
500,00:08:21,3.687,,,,,,,,
501,00:08:22,,2.25,3.187,,,,80.2,,
502,00:08:23,,,,5,,,,,
503,00:08:24,,,,,8.187,,80.2,,
504,00:08:25,,,,,,8.375,,,
505,00:08:26,3.687,,,,,,80.1,,
506,00:08:27,,2.312,,,,,,,
507,00:08:28,,,3.187,,,,80.1,,
508,00:08:29,,,,5,8.187,,,,
509,00:08:30,,,,,,8.375,80.1,,
510,00:08:31,3.687,,,,,,,,
511,00:08:32,,2.312,,,,,80.1,,
512,00:08:33,,,3.187,,,,,,
513,00:08:34,,,,5,,,80.1,,
514,00:08:35,,,,,8.187,,,,
515,00:08:36,,,,,,8.375,,,
516,00:08:37,3.687,2.312,,,,,80.1,,
517,00:08:38,,,3.187,,,,,,
518,00:08:39,,,,5,,,,,
519,00:08:40,,,,,8.187,,,,
520,00:08:41,,,,,,8.375,,,
521,00:08:42,3.687,,,,,,,,
522,00:08:43,,2.312,,,,,80.1,,
523,00:08:44,,,3.25,,,,,,
524,00:08:45,,,,5,8.187,,80.1,,
525,00:08:46,,,,,,8.375,,,
526,00:08:47,3.687,,,,,,80,,
527,00:08:48,,2.312,,,,,,,
528,00:08:49,,,3.25,,,,80.1,,
529,00:08:50,,,,5,,,,,
530,00:08:51,,,,,8.187,,80.1,,
531,00:08:52,,,,,,8.375,,,
532,00:08:53,3.687,,,,,,80.1,,
533,00:08:54,,2.25,3.25,,,,,,
534,00:08:55,,,,5,,,80.2,,
535,00:08:56,,,,,8.187,,,,
536,00:08:57,,,,,,8.375,80.2,,
537,00:08:58,3.687,,,,,,,,
538,00:08:59,,2.312,,,,,80.1,,
539,00:09:00,,,3.187,,,,,,
540,00:09:01,,,,5,,,80.2,,
541,00:09:02,,,,,8.187,8.375,,,
542,00:09:03,3.687,,,,,,80.2,,
543,00:09:04,,2.25,,,,,,,
544,00:09:05,,,3.187,,,,80.2,,
545,00:09:06,,,,5,,,,,
546,00:09:07,,,,,8.187,,80.2,,
547,00:09:08,,,,,,8.375,,,
548,00:09:09,3.687,,,,,,,,
549,00:09:10,,2.25,3.25,,,,,,
550,00:09:11,,,,5,,,,,
551,00:09:12,,,,,8.187,,,,
552,00:09:13,,,,,,8.375,80.3,,
553,00:09:14,3.687,,,,,,,,
