,temp,datetime
238375,14.625,2023-09-08 00:00:00
238376,14.625,2023-09-08 00:00:05
238377,14.687,2023-09-08 00:00:11
238378,14.625,2023-09-08 00:00:17
238379,14.625,2023-09-08 00:00:22
238380,14.625,2023-09-08 00:00:27
238381,14.625,2023-09-08 00:00:33
238382,14.625,2023-09-08 00:00:38
238383,14.625,2023-09-08 00:00:44
238384,14.625,2023-09-08 00:00:49
238385,14.625,2023-09-08 00:00:55
238386,14.625,2023-09-08 00:01:00
238387,14.625,2023-09-08 00:01:05
238388,14.625,2023-09-08 00:01:11
238389,14.687,2023-09-08 00:01:16
238390,14.625,2023-09-08 00:01:21
238391,14.687,2023-09-08 00:01:27
238392,14.687,2023-09-08 00:01:32
238393,14.687,2023-09-08 00:01:38
238394,14.687,2023-09-08 00:01:43
238395,14.687,2023-09-08 00:01:48
238396,14.625,2023-09-08 00:01:54
238397,14.687,2023-09-08 00:01:59
238398,14.687,2023-09-08 00:02:04
238399,14.687,2023-09-08 00:02:10
238400,14.687,2023-09-08 00:02:15
238401,14.625,2023-09-08 00:02:20
238402,14.625,2023-09-08 00:02:26
238403,14.687,2023-09-08 00:02:31
238404,14.687,2023-09-08 00:02:37
238405,14.687,2023-09-08 00:02:42
238406,14.687,2023-09-08 00:02:48
238407,14.625,2023-09-08 00:02:53
238408,14.687,2023-09-08 00:02:58
238409,14.625,2023-09-08 00:03:04
238410,14.625,2023-09-08 00:03:09
238411,14.625,2023-09-08 00:03:14
238412,14.625,2023-09-08 00:03:20
238413,14.625,2023-09-08 00:03:25
238414,14.625,2023-09-08 00:03:31
238415,14.625,2023-09-08 00:03:36
238416,14.625,2023-09-08 00:03:41
238417,14.625,2023-09-08 00:03:47
238418,14.625,2023-09-08 00:03:52
238419,14.625,2023-09-08 00:03:57
238420,14.625,2023-09-08 00:04:03
238421,14.625,2023-09-08 00:04:08
238422,14.625,2023-09-08 00:04:13
238423,14.625,2023-09-08 00:04:19
238424,14.625,2023-09-08 00:04:24
238425,14.625,2023-09-08 00:04:29
238426,14.625,2023-09-08 00:04:35
238427,14.562,2023-09-08 00:04:40
238428,14.562,2023-09-08 00:04:46
238429,14.562,2023-09-08 00:04:51
238430,14.562,2023-09-08 00:04:56
238431,14.562,2023-09-08 00:05:02
238432,14.562,2023-09-08 00:05:07
238433,14.562,2023-09-08 00:05:12
238434,14.562,2023-09-08 00:05:18
238435,14.562,2023-09-08 00:05:23
238436,14.562,2023-09-08 00:05:29
238437,14.562,2023-09-08 00:05:34
238438,14.562,2023-09-08 00:05:39
238439,14.562,2023-09-08 00:05:45
238440,14.562,2023-09-08 00:05:50
238441,14.562,2023-09-08 00:05:56
238442,14.562,2023-09-08 00:06:01
238443,14.562,2023-09-08 00:06:06
238444,14.625,2023-09-08 00:06:12
238445,14.562,2023-09-08 00:06:17
238446,14.562,2023-09-08 00:06:23
238447,14.625,2023-09-08 00:06:28
238448,14.687,2023-09-08 00:06:33
238449,14.625,2023-09-08 00:06:39
238450,14.625,2023-09-08 00:06:44
238451,14.625,2023-09-08 00:06:50
238452,14.625,2023-09-08 00:06:55
238453,14.625,2023-09-08 00:07:00
238454,14.625,2023-09-08 00:07:06
238455,14.625,2023-09-08 00:07:11
238456,14.625,2023-09-08 00:07:17
238457,14.625,2023-09-08 00:07:22
238458,14.625,2023-09-08 00:07:27
238459,14.625,2023-09-08 00:07:33
238460,14.625,2023-09-08 00:07:38
238461,14.625,2023-09-08 00:07:44
238462,14.562,2023-09-08 00:07:49
