,temp,datetime
234359,12.312,2023-09-08 00:00:01
234360,12.312,2023-09-08 00:00:06
234361,12.312,2023-09-08 00:00:12
234362,12.312,2023-09-08 00:00:17
234363,12.312,2023-09-08 00:00:23
234364,12.312,2023-09-08 00:00:28
234365,12.312,2023-09-08 00:00:34
234366,12.312,2023-09-08 00:00:39
234367,12.312,2023-09-08 00:00:45
234368,12.312,2023-09-08 00:00:50
234369,12.312,2023-09-08 00:00:55
234370,12.312,2023-09-08 00:01:01
234371,12.312,2023-09-08 00:01:06
234372,12.312,2023-09-08 00:01:11
234373,12.312,2023-09-08 00:01:17
234374,12.312,2023-09-08 00:01:23
234375,12.312,2023-09-08 00:01:28
234376,12.312,2023-09-08 00:01:33
234377,12.312,2023-09-08 00:01:38
234378,12.312,2023-09-08 00:01:44
234379,12.312,2023-09-08 00:01:49
234380,12.312,2023-09-08 00:01:55
234381,12.312,2023-09-08 00:02:00
234382,12.312,2023-09-08 00:02:05
234383,12.312,2023-09-08 00:02:11
234384,12.312,2023-09-08 00:02:16
234385,12.312,2023-09-08 00:02:21
234386,12.312,2023-09-08 00:02:27
234387,12.312,2023-09-08 00:02:32
234388,12.312,2023-09-08 00:02:38
234389,12.312,2023-09-08 00:02:43
234390,12.312,2023-09-08 00:02:49
234391,12.312,2023-09-08 00:02:54
234392,12.312,2023-09-08 00:02:59
234393,12.312,2023-09-08 00:03:04
234394,12.312,2023-09-08 00:03:10
234395,12.312,2023-09-08 00:03:15
234396,12.312,2023-09-08 00:03:21
234397,12.312,2023-09-08 00:03:26
234398,12.312,2023-09-08 00:03:31
234399,12.312,2023-09-08 00:03:37
234400,12.312,2023-09-08 00:03:42
234401,12.312,2023-09-08 00:03:47
234402,12.312,2023-09-08 00:03:53
234403,12.312,2023-09-08 00:03:58
234404,12.312,2023-09-08 00:04:04
234405,12.312,2023-09-08 00:04:09
234406,12.312,2023-09-08 00:04:14
234407,12.312,2023-09-08 00:04:20
234408,12.312,2023-09-08 00:04:25
234409,12.312,2023-09-08 00:04:30
234410,12.312,2023-09-08 00:04:36
234411,12.312,2023-09-08 00:04:41
234412,12.25,2023-09-08 00:04:46
234413,12.312,2023-09-08 00:04:52
234414,12.312,2023-09-08 00:04:57
234415,12.312,2023-09-08 00:05:03
234416,12.312,2023-09-08 00:05:08
234417,12.312,2023-09-08 00:05:13
234418,12.25,2023-09-08 00:05:19
234419,12.25,2023-09-08 00:05:24
234420,12.312,2023-09-08 00:05:29
234421,12.25,2023-09-08 00:05:35
234422,12.25,2023-09-08 00:05:40
234423,12.25,2023-09-08 00:05:46
234424,12.25,2023-09-08 00:05:51
234425,12.25,2023-09-08 00:05:57
234426,12.25,2023-09-08 00:06:02
234427,12.25,2023-09-08 00:06:07
234428,12.25,2023-09-08 00:06:13
234429,12.25,2023-09-08 00:06:18
234430,12.25,2023-09-08 00:06:24
234431,12.25,2023-09-08 00:06:29
234432,12.25,2023-09-08 00:06:34
234433,12.25,2023-09-08 00:06:40
234434,12.25,2023-09-08 00:06:45
234435,12.25,2023-09-08 00:06:51
234436,12.25,2023-09-08 00:06:56
234437,12.25,2023-09-08 00:07:01
234438,12.25,2023-09-08 00:07:07
234439,12.25,2023-09-08 00:07:12
234440,12.25,2023-09-08 00:07:18
234441,12.25,2023-09-08 00:07:23
234442,12.25,2023-09-08 00:07:28
234443,12.25,2023-09-08 00:07:33
234444,12.25,2023-09-08 00:07:39
234445,12.25,2023-09-08 00:07:45
234446,12.25,2023-09-08 00:07:50
234447,12.25,2023-09-08 00:07:55
234448,12.25,2023-09-08 00:08:01
234449,12.25,2023-09-08 00:08:06
234450,12.25,2023-09-08 00:08:12
234451,12.25,2023-09-08 00:08:17
234452,12.25,2023-09-08 00:08:22
234453,12.25,2023-09-08 00:08:28
234454,12.25,2023-09-08 00:08:33
234455,12.25,2023-09-08 00:08:39
234456,12.25,2023-09-08 00:08:44
234457,12.187,2023-09-08 00:08:49
234458,12.187,2023-09-08 00:08:55
234459,12.187,2023-09-08 00:09:00
234460,12.187,2023-09-08 00:09:05
234461,12.187,2023-09-08 00:09:11
234462,12.187,2023-09-08 00:09:16
234463,12.187,2023-09-08 00:09:22
234464,12.187,2023-09-08 00:09:27
234465,12.187,2023-09-08 00:09:32
234466,12.187,2023-09-08 00:09:38
234467,12.187,2023-09-08 00:09:43
234468,12.187,2023-09-08 00:09:48
234469,12.187,2023-09-08 00:09:54
234470,12.187,2023-09-08 00:09:59
234471,12.187,2023-09-08 00:10:04
234472,12.187,2023-09-08 00:10:10
234473,12.187,2023-09-08 00:10:15
234474,12.187,2023-09-08 00:10:20
234475,12.187,2023-09-08 00:10:26
234476,12.187,2023-09-08 00:10:31
234477,12.187,2023-09-08 00:10:37
234478,12.187,2023-09-08 00:10:42
234479,12.187,2023-09-08 00:10:47
234480,12.187,2023-09-08 00:10:53
234481,12.187,2023-09-08 00:10:58
234482,12.125,2023-09-08 00:11:03
234483,12.187,2023-09-08 00:11:09
234484,12.125,2023-09-08 00:11:14
234485,12.187,2023-09-08 00:11:20
234486,12.187,2023-09-08 00:11:25
234487,12.125,2023-09-08 00:11:30
234488,12.187,2023-09-08 00:11:36
234489,12.187,2023-09-08 00:11:41
234490,12.187,2023-09-08 00:11:47
234491,12.125,2023-09-08 00:11:52
234492,12.125,2023-09-08 00:11:57
234493,12.187,2023-09-08 00:12:03
234494,12.187,2023-09-08 00:12:08
234495,12.125,2023-09-08 00:12:13
234496,12.125,2023-09-08 00:12:19
234497,12.125,2023-09-08 00:12:24
234498,12.125,2023-09-08 00:12:30
234499,12.125,2023-09-08 00:12:35
234500,12.125,2023-09-08 00:12:40
234501,12.125,2023-09-08 00:12:45
234502,12.125,2023-09-08 00:12:51
234503,12.125,2023-09-08 00:12:56
234504,12.125,2023-09-08 00:13:02
234505,12.125,2023-09-08 00:13:07
234506,12.187,2023-09-08 00:13:12
234507,12.125,2023-09-08 00:13:18
234508,12.125,2023-09-08 00:13:23
234509,12.125,2023-09-08 00:13:29
234510,12.125,2023-09-08 00:13:34
234511,12.125,2023-09-08 00:13:39
234512,12.125,2023-09-08 00:13:45
234513,12.125,2023-09-08 00:13:50
234514,12.125,2023-09-08 00:13:56
234515,12.125,2023-09-08 00:14:01
234516,12.125,2023-09-08 00:14:07
234517,12.125,2023-09-08 00:14:12
234518,12.125,2023-09-08 00:14:17
234519,12.125,2023-09-08 00:14:23
234520,12.125,2023-09-08 00:14:28
234521,12.125,2023-09-08 00:14:33
234522,12.125,2023-09-08 00:14:39
234523,12.125,2023-09-08 00:14:44
234524,12.125,2023-09-08 00:14:49
234525,12.125,2023-09-08 00:14:55
234526,12.125,2023-09-08 00:15:00
234527,12.125,2023-09-08 00:15:06
234528,12.125,2023-09-08 00:15:11
234529,12.125,2023-09-08 00:15:16
234530,12.125,2023-09-08 00:15:22
234531,12.125,2023-09-08 00:15:27
234532,12.125,2023-09-08 00:15:33
234533,12.125,2023-09-08 00:15:38
234534,12.125,2023-09-08 00:15:43
234535,12.125,2023-09-08 00:15:49
234536,12.062,2023-09-08 00:15:54
234537,12.125,2023-09-08 00:15:59
234538,12.062,2023-09-08 00:16:05
234539,12.062,2023-09-08 00:16:10
234540,12.062,2023-09-08 00:16:16
234541,12.062,2023-09-08 00:16:21
234542,12.125,2023-09-08 00:16:27
234543,12.062,2023-09-08 00:16:32
234544,12.062,2023-09-08 00:16:37
234545,12.062,2023-09-08 00:16:43
234546,12.062,2023-09-08 00:16:48
234547,12.062,2023-09-08 00:16:53
234548,12.062,2023-09-08 00:16:59
234549,12.062,2023-09-08 00:17:04
234550,12.062,2023-09-08 00:17:09
234551,12.062,2023-09-08 00:17:15
234552,12.062,2023-09-08 00:17:20
234553,12.062,2023-09-08 00:17:26
234554,12.062,2023-09-08 00:17:31
234555,12.062,2023-09-08 00:17:36
234556,12.062,2023-09-08 00:17:42
234557,12.062,2023-09-08 00:17:47
234558,12.0,2023-09-08 00:17:52
234559,12.062,2023-09-08 00:17:58
234560,12.0,2023-09-08 00:18:03
234561,12.0,2023-09-08 00:18:08
234562,12.0,2023-09-08 00:18:14
234563,12.0,2023-09-08 00:18:19
234564,12.0,2023-09-08 00:18:25
234565,12.0,2023-09-08 00:18:30
234566,12.0,2023-09-08 00:18:35
234567,12.0,2023-09-08 00:18:41
234568,12.0,2023-09-08 00:18:47
234569,12.0,2023-09-08 00:18:52
234570,12.0,2023-09-08 00:18:57
234571,12.0,2023-09-08 00:19:03
234572,12.0,2023-09-08 00:19:08
234573,12.0,2023-09-08 00:19:13
234574,12.0,2023-09-08 00:19:19
234575,12.0,2023-09-08 00:19:24
234576,12.0,2023-09-08 00:19:29
234577,12.0,2023-09-08 00:19:35
234578,12.0,2023-09-08 00:19:40
234579,12.0,2023-09-08 00:19:46
234580,12.0,2023-09-08 00:19:51
234581,12.0,2023-09-08 00:19:56
234582,12.0,2023-09-08 00:20:02
234583,12.0,2023-09-08 00:20:07
234584,12.0,2023-09-08 00:20:12
234585,12.0,2023-09-08 00:20:18
234586,12.0,2023-09-08 00:20:23
234587,12.0,2023-09-08 00:20:28
234588,12.0,2023-09-08 00:20:34
234589,12.0,2023-09-08 00:20:39
234590,12.0,2023-09-08 00:20:44
234591,12.0,2023-09-08 00:20:50
234592,12.0,2023-09-08 00:20:55
234593,12.0,2023-09-08 00:21:00
234594,12.0,2023-09-08 00:21:06
234595,12.0,2023-09-08 00:21:11
234596,12.0,2023-09-08 00:21:17
234597,12.0,2023-09-08 00:21:22
234598,12.0,2023-09-08 00:21:27
234599,12.0,2023-09-08 00:21:33
234600,12.0,2023-09-08 00:21:38
234601,12.0,2023-09-08 00:21:43
234602,12.0,2023-09-08 00:21:49
234603,12.0,2023-09-08 00:21:54
234604,12.0,2023-09-08 00:21:59
234605,12.0,2023-09-08 00:22:05
234606,12.0,2023-09-08 00:22:10
234607,12.0,2023-09-08 00:22:16
234608,12.0,2023-09-08 00:22:21
234609,12.0,2023-09-08 00:22:26
234610,12.0,2023-09-08 00:22:32
234611,12.0,2023-09-08 00:22:37
234612,12.0,2023-09-08 00:22:42
234613,12.0,2023-09-08 00:22:48
234614,12.0,2023-09-08 00:22:53
234615,12.0,2023-09-08 00:22:59
234616,12.0,2023-09-08 00:23:04
234617,12.0,2023-09-08 00:23:09
234618,12.0,2023-09-08 00:23:15
234619,11.937,2023-09-08 00:23:20
234620,12.0,2023-09-08 00:23:25
234621,12.0,2023-09-08 00:23:31
234622,12.0,2023-09-08 00:23:36
234623,12.0,2023-09-08 00:23:41
234624,12.0,2023-09-08 00:23:47
234625,12.0,2023-09-08 00:23:52
234626,12.0,2023-09-08 00:23:58
234627,11.937,2023-09-08 00:24:03
234628,11.937,2023-09-08 00:24:08
234629,12.0,2023-09-08 00:24:14
234630,11.937,2023-09-08 00:24:19
234631,11.937,2023-09-08 00:24:24
234632,11.937,2023-09-08 00:24:30
234633,11.937,2023-09-08 00:24:35
234634,11.937,2023-09-08 00:24:41
234635,11.937,2023-09-08 00:24:46
234636,11.937,2023-09-08 00:24:51
234637,11.937,2023-09-08 00:24:57
234638,11.937,2023-09-08 00:25:02
234639,11.937,2023-09-08 00:25:07
234640,11.937,2023-09-08 00:25:13
234641,11.937,2023-09-08 00:25:18
234642,11.937,2023-09-08 00:25:24
234643,11.937,2023-09-08 00:25:29
234644,11.937,2023-09-08 00:25:34
234645,11.937,2023-09-08 00:25:40
234646,11.937,2023-09-08 00:25:45
234647,11.937,2023-09-08 00:25:50
234648,11.937,2023-09-08 00:25:56
234649,11.937,2023-09-08 00:26:01
234650,11.937,2023-09-08 00:26:07
234651,11.937,2023-09-08 00:26:12
234652,11.937,2023-09-08 00:26:17
234653,11.875,2023-09-08 00:26:23
234654,11.875,2023-09-08 00:26:28
234655,11.875,2023-09-08 00:26:33
234656,11.937,2023-09-08 00:26:39
234657,11.875,2023-09-08 00:26:44
234658,11.875,2023-09-08 00:26:50
234659,11.875,2023-09-08 00:26:55
234660,11.875,2023-09-08 00:27:01
234661,11.875,2023-09-08 00:27:06
234662,11.875,2023-09-08 00:27:12
234663,11.875,2023-09-08 00:27:17
234664,11.875,2023-09-08 00:27:22
234665,11.875,2023-09-08 00:27:28
234666,11.875,2023-09-08 00:27:33
234667,11.875,2023-09-08 00:27:38
234668,11.875,2023-09-08 00:27:44
234669,11.875,2023-09-08 00:27:49
234670,11.875,2023-09-08 00:27:54
234671,11.875,2023-09-08 00:28:00
234672,11.875,2023-09-08 00:28:05
234673,11.875,2023-09-08 00:28:10
234674,11.875,2023-09-08 00:28:16
234675,11.875,2023-09-08 00:28:21
234676,11.875,2023-09-08 00:28:27
234677,11.875,2023-09-08 00:28:32
234678,11.875,2023-09-08 00:28:37
234679,11.875,2023-09-08 00:28:43
234680,11.875,2023-09-08 00:28:48
234681,11.875,2023-09-08 00:28:53
234682,11.875,2023-09-08 00:28:59
234683,11.875,2023-09-08 00:29:04
234684,11.875,2023-09-08 00:29:09
234685,11.875,2023-09-08 00:29:15
234686,11.875,2023-09-08 00:29:20
234687,11.875,2023-09-08 00:29:25
234688,11.875,2023-09-08 00:29:31
234689,11.875,2023-09-08 00:29:36
234690,11.875,2023-09-08 00:29:41
234691,11.875,2023-09-08 00:29:47
234692,11.875,2023-09-08 00:29:52
234693,11.875,2023-09-08 00:29:58
234694,11.875,2023-09-08 00:30:03
234695,11.875,2023-09-08 00:30:08
234696,11.875,2023-09-08 00:30:14
234697,11.875,2023-09-08 00:30:19
234698,11.875,2023-09-08 00:30:25
234699,11.875,2023-09-08 00:30:30
234700,11.875,2023-09-08 00:30:35
234701,11.875,2023-09-08 00:30:40
234702,11.875,2023-09-08 00:30:46
234703,11.875,2023-09-08 00:30:51
234704,11.875,2023-09-08 00:30:57
234705,11.875,2023-09-08 00:31:02
234706,11.875,2023-09-08 00:31:07
234707,11.875,2023-09-08 00:31:13
234708,11.875,2023-09-08 00:31:18
234709,11.875,2023-09-08 00:31:23
234710,11.875,2023-09-08 00:31:29
234711,11.875,2023-09-08 00:31:34
234712,11.875,2023-09-08 00:31:40
234713,11.875,2023-09-08 00:31:45
234714,11.812,2023-09-08 00:31:50
234715,11.875,2023-09-08 00:31:56
234716,11.875,2023-09-08 00:32:01
234717,11.875,2023-09-08 00:32:06
234718,11.812,2023-09-08 00:32:12
234719,11.812,2023-09-08 00:32:17
234720,11.812,2023-09-08 00:32:23
234721,11.812,2023-09-08 00:32:28
234722,11.812,2023-09-08 00:32:34
234723,11.812,2023-09-08 00:32:39
234724,11.875,2023-09-08 00:32:44
234725,11.875,2023-09-08 00:32:49
234726,11.812,2023-09-08 00:32:55
234727,11.812,2023-09-08 00:33:00
234728,11.812,2023-09-08 00:33:06
234729,11.812,2023-09-08 00:33:11
234730,11.812,2023-09-08 00:33:17
234731,11.812,2023-09-08 00:33:22
234732,11.812,2023-09-08 00:33:27
234733,11.812,2023-09-08 00:33:32
234734,11.812,2023-09-08 00:33:38
234735,11.812,2023-09-08 00:33:43
234736,11.812,2023-09-08 00:33:49
234737,11.812,2023-09-08 00:33:54
234738,11.812,2023-09-08 00:33:59
234739,11.812,2023-09-08 00:34:05
234740,11.812,2023-09-08 00:34:10
234741,11.812,2023-09-08 00:34:16
234742,11.812,2023-09-08 00:34:21
234743,11.812,2023-09-08 00:34:26
234744,11.812,2023-09-08 00:34:32
234745,11.812,2023-09-08 00:34:37
234746,11.812,2023-09-08 00:34:42
234747,11.812,2023-09-08 00:34:48
234748,11.812,2023-09-08 00:34:53
234749,11.812,2023-09-08 00:34:59
234750,11.812,2023-09-08 00:35:04
234751,11.812,2023-09-08 00:35:10
234752,11.812,2023-09-08 00:35:15
234753,11.812,2023-09-08 00:35:20
234754,11.812,2023-09-08 00:35:26
234755,11.812,2023-09-08 00:35:31
234756,11.812,2023-09-08 00:35:37
234757,11.812,2023-09-08 00:35:42
234758,11.812,2023-09-08 00:35:47
234759,11.812,2023-09-08 00:35:53
234760,11.812,2023-09-08 00:35:58
234761,11.812,2023-09-08 00:36:04
234762,11.812,2023-09-08 00:36:09
234763,11.812,2023-09-08 00:36:14
234764,11.812,2023-09-08 00:36:20
234765,11.812,2023-09-08 00:36:25
234766,11.812,2023-09-08 00:36:31
234767,11.812,2023-09-08 00:36:36
234768,11.812,2023-09-08 00:36:41
234769,11.812,2023-09-08 00:36:47
234770,11.812,2023-09-08 00:36:52
234771,11.812,2023-09-08 00:36:57
234772,11.812,2023-09-08 00:37:03
234773,11.75,2023-09-08 00:37:08
234774,11.812,2023-09-08 00:37:13
234775,11.75,2023-09-08 00:37:19
234776,11.812,2023-09-08 00:37:24
234777,11.812,2023-09-08 00:37:30
234778,11.75,2023-09-08 00:37:35
234779,11.75,2023-09-08 00:37:40
234780,11.75,2023-09-08 00:37:46
234781,11.75,2023-09-08 00:37:51
234782,11.75,2023-09-08 00:37:57
234783,11.75,2023-09-08 00:38:02
234784,11.75,2023-09-08 00:38:07
234785,11.75,2023-09-08 00:38:13
234786,11.75,2023-09-08 00:38:18
234787,11.75,2023-09-08 00:38:23
234788,11.75,2023-09-08 00:38:29
234789,11.75,2023-09-08 00:38:34
