,temp,datetime
8055,18.125,2023-09-12 00:00:01
8056,18.125,2023-09-12 00:00:07
8057,18.125,2023-09-12 00:00:12
8058,18.125,2023-09-12 00:00:17
8059,18.125,2023-09-12 00:00:23
8060,18.125,2023-09-12 00:00:28
8061,18.125,2023-09-12 00:00:34
8062,18.125,2023-09-12 00:00:39
8063,18.125,2023-09-12 00:00:44
8064,18.125,2023-09-12 00:00:50
8065,18.125,2023-09-12 00:00:55
8066,18.125,2023-09-12 00:01:01
8067,18.125,2023-09-12 00:01:06
8068,18.125,2023-09-12 00:01:11
8069,18.125,2023-09-12 00:01:17
8070,18.062,2023-09-12 00:01:22
8071,18.062,2023-09-12 00:01:27
8072,18.062,2023-09-12 00:01:33
8073,18.062,2023-09-12 00:01:38
8074,18.062,2023-09-12 00:01:44
8075,18.062,2023-09-12 00:01:49
8076,18.062,2023-09-12 00:01:55
8077,18.062,2023-09-12 00:02:00
8078,18.062,2023-09-12 00:02:05
8079,18.125,2023-09-12 00:02:11
8080,18.125,2023-09-12 00:02:16
8081,18.062,2023-09-12 00:02:21
8082,18.125,2023-09-12 00:02:27
8083,18.062,2023-09-12 00:02:32
8084,18.062,2023-09-12 00:02:37
8085,18.062,2023-09-12 00:02:43
8086,18.062,2023-09-12 00:02:48
8087,18.062,2023-09-12 00:02:54
8088,18.062,2023-09-12 00:02:59
8089,18.062,2023-09-12 00:03:04
8090,18.062,2023-09-12 00:03:10
8091,18.062,2023-09-12 00:03:15
8092,18.062,2023-09-12 00:03:20
8093,18.062,2023-09-12 00:03:26
8094,18.062,2023-09-12 00:03:31
8095,18.062,2023-09-12 00:03:37
8096,18.062,2023-09-12 00:03:42
8097,18.062,2023-09-12 00:03:47
8098,18.0,2023-09-12 00:03:53
8099,18.062,2023-09-12 00:03:58
8100,18.0,2023-09-12 00:04:03
8101,18.062,2023-09-12 00:04:09
8102,18.062,2023-09-12 00:04:14
8103,18.062,2023-09-12 00:04:20
8104,18.062,2023-09-12 00:04:25
8105,18.062,2023-09-12 00:04:30
8106,18.062,2023-09-12 00:04:36
8107,18.062,2023-09-12 00:04:41
8108,18.0,2023-09-12 00:04:46
8109,18.0,2023-09-12 00:04:52
8110,18.0,2023-09-12 00:04:57
8111,18.0,2023-09-12 00:05:02
8112,18.0,2023-09-12 00:05:08
8113,18.0,2023-09-12 00:05:13
8114,18.0,2023-09-12 00:05:19
8115,18.062,2023-09-12 00:05:24
8116,18.062,2023-09-12 00:05:30
8117,18.062,2023-09-12 00:05:35
8118,18.0,2023-09-12 00:05:40
8119,18.0,2023-09-12 00:05:46
8120,18.0,2023-09-12 00:05:51
8121,18.0,2023-09-12 00:05:56
8122,18.0,2023-09-12 00:06:02
8123,18.0,2023-09-12 00:06:07
8124,18.0,2023-09-12 00:06:12
8125,18.0,2023-09-12 00:06:18
8126,18.0,2023-09-12 00:06:23
8127,18.0,2023-09-12 00:06:28
8128,17.937,2023-09-12 00:06:34
8129,18.0,2023-09-12 00:06:39
8130,18.0,2023-09-12 00:06:45
8131,18.0,2023-09-12 00:06:50
8132,18.0,2023-09-12 00:06:55
8133,18.0,2023-09-12 00:07:01
8134,18.0,2023-09-12 00:07:06
8135,18.0,2023-09-12 00:07:12
8136,18.0,2023-09-12 00:07:17
8137,18.0,2023-09-12 00:07:22
8138,18.0,2023-09-12 00:07:28
8139,18.0,2023-09-12 00:07:33
8140,18.0,2023-09-12 00:07:38
8141,18.0,2023-09-12 00:07:44
8142,18.0,2023-09-12 00:07:49
8143,18.0,2023-09-12 00:07:54
8144,18.0,2023-09-12 00:08:00
8145,17.937,2023-09-12 00:08:05
8146,18.0,2023-09-12 00:08:11
8147,17.937,2023-09-12 00:08:16
8148,17.937,2023-09-12 00:08:22
8149,18.0,2023-09-12 00:08:27
8150,17.937,2023-09-12 00:08:32
8151,17.937,2023-09-12 00:08:38
8152,17.937,2023-09-12 00:08:43
8153,17.937,2023-09-12 00:08:48
8154,17.937,2023-09-12 00:08:54
8155,17.937,2023-09-12 00:08:59
8156,17.937,2023-09-12 00:09:04
8157,17.937,2023-09-12 00:09:10
8158,17.937,2023-09-12 00:09:15
8159,17.937,2023-09-12 00:09:21
8160,17.937,2023-09-12 00:09:26
8161,17.937,2023-09-12 00:09:31
8162,17.937,2023-09-12 00:09:37
8163,17.937,2023-09-12 00:09:42
8164,17.937,2023-09-12 00:09:48
8165,17.937,2023-09-12 00:09:53
8166,17.875,2023-09-12 00:09:58
8167,17.875,2023-09-12 00:10:04
8168,17.875,2023-09-12 00:10:09
8169,17.937,2023-09-12 00:10:14
8170,17.937,2023-09-12 00:10:20
8171,17.937,2023-09-12 00:10:25
8172,17.875,2023-09-12 00:10:30
8173,17.937,2023-09-12 00:10:36
8174,17.937,2023-09-12 00:10:41
8175,17.937,2023-09-12 00:10:47
8176,17.875,2023-09-12 00:10:52
8177,17.875,2023-09-12 00:10:57
8178,17.875,2023-09-12 00:11:03
8179,17.937,2023-09-12 00:11:08
8180,17.875,2023-09-12 00:11:14
8181,17.875,2023-09-12 00:11:19
8182,17.875,2023-09-12 00:11:24
8183,17.875,2023-09-12 00:11:29
8184,17.937,2023-09-12 00:11:35
8185,17.875,2023-09-12 00:11:40
8186,17.937,2023-09-12 00:11:46
8187,17.875,2023-09-12 00:11:51
8188,17.875,2023-09-12 00:11:56
8189,17.875,2023-09-12 00:12:02
8190,17.875,2023-09-12 00:12:07
8191,17.875,2023-09-12 00:12:13
8192,17.937,2023-09-12 00:12:18
8193,17.875,2023-09-12 00:12:23
8194,17.875,2023-09-12 00:12:29
8195,17.875,2023-09-12 00:12:34
8196,17.875,2023-09-12 00:12:39
8197,17.875,2023-09-12 00:12:45
8198,17.937,2023-09-12 00:12:50
8199,17.937,2023-09-12 00:12:55
8200,17.937,2023-09-12 00:13:01
8201,17.875,2023-09-12 00:13:06
8202,17.875,2023-09-12 00:13:12
8203,17.875,2023-09-12 00:13:17
8204,17.875,2023-09-12 00:13:22
8205,17.875,2023-09-12 00:13:28
8206,17.875,2023-09-12 00:13:34
8207,17.875,2023-09-12 00:13:39
8208,17.875,2023-09-12 00:13:44
8209,17.875,2023-09-12 00:13:50
8210,17.875,2023-09-12 00:13:55
8211,17.875,2023-09-12 00:14:00
8212,17.875,2023-09-12 00:14:06
8213,17.875,2023-09-12 00:14:11
8214,17.875,2023-09-12 00:14:16
8215,17.875,2023-09-12 00:14:22
8216,17.875,2023-09-12 00:14:27
8217,17.875,2023-09-12 00:14:33
8218,17.875,2023-09-12 00:14:38
8219,17.875,2023-09-12 00:14:43
8220,17.875,2023-09-12 00:14:49
8221,17.875,2023-09-12 00:14:54
8222,17.812,2023-09-12 00:15:00
8223,17.875,2023-09-12 00:15:05
8224,17.812,2023-09-12 00:15:11
8225,17.875,2023-09-12 00:15:16
8226,17.812,2023-09-12 00:15:21
8227,17.875,2023-09-12 00:15:27
8228,17.875,2023-09-12 00:15:32
8229,17.875,2023-09-12 00:15:37
8230,17.812,2023-09-12 00:15:43
8231,17.812,2023-09-12 00:15:48
8232,17.875,2023-09-12 00:15:53
8233,17.875,2023-09-12 00:15:59
8234,17.812,2023-09-12 00:16:04
8235,17.812,2023-09-12 00:16:10
8236,17.875,2023-09-12 00:16:15
