,temp,datetime
10262,17.812,2023-09-12 00:00:02
10263,17.812,2023-09-12 00:00:08
10264,17.812,2023-09-12 00:00:13
10265,17.812,2023-09-12 00:00:18
10266,17.812,2023-09-12 00:00:24
10267,17.812,2023-09-12 00:00:29
10268,17.812,2023-09-12 00:00:34
10269,17.812,2023-09-12 00:00:40
10270,17.812,2023-09-12 00:00:45
10271,17.812,2023-09-12 00:00:51
10272,17.812,2023-09-12 00:00:56
10273,17.812,2023-09-12 00:01:01
10274,17.812,2023-09-12 00:01:07
10275,17.812,2023-09-12 00:01:12
10276,17.812,2023-09-12 00:01:18
10277,17.812,2023-09-12 00:01:23
10278,17.812,2023-09-12 00:01:28
10279,17.812,2023-09-12 00:01:34
10280,17.812,2023-09-12 00:01:39
10281,17.812,2023-09-12 00:01:44
10282,17.812,2023-09-12 00:01:50
10283,17.812,2023-09-12 00:01:55
10284,17.812,2023-09-12 00:02:01
10285,17.812,2023-09-12 00:02:06
10286,17.812,2023-09-12 00:02:12
10287,17.812,2023-09-12 00:02:17
10288,17.812,2023-09-12 00:02:22
10289,17.812,2023-09-12 00:02:28
10290,17.812,2023-09-12 00:02:33
10291,17.812,2023-09-12 00:02:38
10292,17.812,2023-09-12 00:02:44
10293,17.812,2023-09-12 00:02:49
10294,17.812,2023-09-12 00:02:55
10295,17.812,2023-09-12 00:03:00
10296,17.812,2023-09-12 00:03:05
10297,17.812,2023-09-12 00:03:11
10298,17.75,2023-09-12 00:03:16
10299,17.812,2023-09-12 00:03:21
10300,17.75,2023-09-12 00:03:27
10301,17.75,2023-09-12 00:03:32
10302,17.812,2023-09-12 00:03:38
10303,17.812,2023-09-12 00:03:43
10304,17.812,2023-09-12 00:03:48
10305,17.75,2023-09-12 00:03:54
10306,17.75,2023-09-12 00:03:59
10307,17.75,2023-09-12 00:04:04
10308,17.75,2023-09-12 00:04:10
10309,17.75,2023-09-12 00:04:15
10310,17.75,2023-09-12 00:04:20
10311,17.75,2023-09-12 00:04:26
10312,17.75,2023-09-12 00:04:31
10313,17.75,2023-09-12 00:04:37
10314,17.75,2023-09-12 00:04:42
10315,17.75,2023-09-12 00:04:47
10316,17.75,2023-09-12 00:04:53
10317,17.75,2023-09-12 00:04:58
10318,17.75,2023-09-12 00:05:03
