,rh,temps,datetime
28715,99.5,16.6,2023-09-12 04:11:42
28716,99.4,16.6,2023-09-12 04:11:44
28717,99.4,16.6,2023-09-12 04:11:46
28718,99.5,16.7,2023-09-12 04:11:48
28719,99.4,16.6,2023-09-12 04:11:50
28720,99.4,16.7,2023-09-12 04:11:52
28721,99.4,16.6,2023-09-12 04:11:54
28722,99.4,16.6,2023-09-12 04:11:56
28723,99.5,16.6,2023-09-12 04:11:58
28724,99.4,16.6,2023-09-12 04:12:00
28725,99.4,16.6,2023-09-12 04:12:06
28726,99.3,16.6,2023-09-12 04:12:08
28727,99.5,16.6,2023-09-12 04:12:10
28728,99.4,16.7,2023-09-12 04:12:12
28729,99.4,16.6,2023-09-12 04:12:15
28730,99.4,16.7,2023-09-12 04:12:16
28731,99.5,16.7,2023-09-12 04:12:18
28732,99.4,16.6,2023-09-12 04:12:20
28733,99.4,16.7,2023-09-12 04:12:22
28734,99.6,16.6,2023-09-12 04:12:24
28735,99.4,16.7,2023-09-12 04:12:26
28736,99.4,16.7,2023-09-12 04:12:28
28737,99.3,16.6,2023-09-12 04:12:30
28738,99.4,16.6,2023-09-12 04:12:37
28739,99.4,16.6,2023-09-12 04:12:38
28740,99.5,16.6,2023-09-12 04:12:40
28741,99.4,16.7,2023-09-12 04:12:42
28742,99.4,16.6,2023-09-12 04:12:44
28743,99.5,16.7,2023-09-12 04:12:46
28744,99.4,16.6,2023-09-12 04:12:48
28745,99.3,16.6,2023-09-12 04:12:50
28746,99.5,16.6,2023-09-12 04:12:52
28747,99.4,16.6,2023-09-12 04:12:55
28748,99.4,16.5,2023-09-12 04:12:57
28749,99.4,16.6,2023-09-12 04:12:59
28750,99.4,16.6,2023-09-12 04:13:01
28751,99.4,16.7,2023-09-12 04:13:07
28752,99.4,16.7,2023-09-12 04:13:09
28753,99.4,16.6,2023-09-12 04:13:11
28754,99.4,16.6,2023-09-12 04:13:13
28755,99.4,16.6,2023-09-12 04:13:15
28756,99.5,16.7,2023-09-12 04:13:17
28757,99.5,16.7,2023-09-12 04:13:19
28758,99.4,16.6,2023-09-12 04:13:21
28759,99.5,16.6,2023-09-12 04:13:23
28760,99.5,16.6,2023-09-12 04:13:25
28761,99.5,16.7,2023-09-12 04:13:27
28762,99.4,16.6,2023-09-12 04:13:29
28763,99.5,16.6,2023-09-12 04:13:31
28764,99.4,16.7,2023-09-12 04:13:37
28765,99.5,16.7,2023-09-12 04:13:39
28766,99.5,16.6,2023-09-12 04:13:41
28767,99.5,16.6,2023-09-12 04:13:43
28768,99.4,16.6,2023-09-12 04:13:45
28769,99.5,16.6,2023-09-12 04:13:47
28770,99.5,16.6,2023-09-12 04:13:49
28771,99.5,16.7,2023-09-12 04:13:51
28772,99.4,16.6,2023-09-12 04:13:53
28773,99.5,16.7,2023-09-12 04:13:55
28774,99.4,16.7,2023-09-12 04:13:57
28775,99.4,16.6,2023-09-12 04:13:59
28776,99.3,16.6,2023-09-12 04:14:01
28777,99.4,16.6,2023-09-12 04:14:07
28778,99.4,16.6,2023-09-12 04:14:09
28779,99.4,16.5,2023-09-12 04:14:11
28780,99.5,16.6,2023-09-12 04:14:13
28781,99.4,16.6,2023-09-12 04:14:15
28782,99.5,16.6,2023-09-12 04:14:17
28783,99.5,16.6,2023-09-12 04:14:19
28784,99.5,16.6,2023-09-12 04:14:21
28785,99.4,16.6,2023-09-12 04:14:23
28786,99.5,16.6,2023-09-12 04:14:25
28787,99.4,16.6,2023-09-12 04:14:27
28788,99.5,16.7,2023-09-12 04:14:29
28789,99.5,16.6,2023-09-12 04:14:31
28790,99.5,16.6,2023-09-12 04:14:37
28791,99.5,16.6,2023-09-12 04:14:39
28792,99.5,16.6,2023-09-12 04:14:41
28793,99.4,16.6,2023-09-12 04:14:43
28794,99.5,16.6,2023-09-12 04:14:45
28795,99.5,16.6,2023-09-12 04:14:47
28796,99.5,16.7,2023-09-12 04:14:49
28797,99.4,16.6,2023-09-12 04:14:51
28798,99.5,16.6,2023-09-12 04:14:53
28799,99.5,16.7,2023-09-12 04:14:55
28800,99.4,16.6,2023-09-12 04:14:57
28801,99.4,16.6,2023-09-12 04:14:59
28802,99.4,16.6,2023-09-12 04:15:01
28803,99.3,16.6,2023-09-12 04:15:07
28804,99.4,16.6,2023-09-12 04:15:09
28805,99.5,16.6,2023-09-12 04:15:11
28806,99.5,16.7,2023-09-12 04:15:13
28807,99.5,16.7,2023-09-12 04:15:15
28808,99.5,16.6,2023-09-12 04:15:17
28809,99.4,16.6,2023-09-12 04:15:19
28810,99.5,16.6,2023-09-12 04:15:21
28811,99.5,16.6,2023-09-12 04:15:23
28812,99.5,16.6,2023-09-12 04:15:25
28813,99.4,16.6,2023-09-12 04:15:27
28814,99.5,16.6,2023-09-12 04:15:29
28815,99.4,16.6,2023-09-12 04:15:31
28816,99.4,16.7,2023-09-12 04:15:38
28817,99.5,16.6,2023-09-12 04:15:39
28818,99.5,16.6,2023-09-12 04:15:41
28819,99.5,16.6,2023-09-12 04:15:43
28820,99.4,16.7,2023-09-12 04:15:45
28821,99.4,16.6,2023-09-12 04:15:47
28822,99.4,16.6,2023-09-12 04:15:49
28823,99.4,16.6,2023-09-12 04:15:51
28824,99.5,16.7,2023-09-12 04:15:53
28825,99.5,16.6,2023-09-12 04:15:55
28826,99.4,16.5,2023-09-12 04:15:57
28827,99.5,16.6,2023-09-12 04:15:59
28828,99.5,16.6,2023-09-12 04:16:01
28829,99.4,16.6,2023-09-12 04:16:08
28830,99.5,16.6,2023-09-12 04:16:09
28831,99.6,16.6,2023-09-12 04:16:11
28832,99.6,16.6,2023-09-12 04:16:14
28833,99.5,16.7,2023-09-12 04:16:15
28834,99.4,16.6,2023-09-12 04:16:18
28835,99.5,16.6,2023-09-12 04:16:20
28836,99.5,16.6,2023-09-12 04:16:22
28837,99.5,16.6,2023-09-12 04:16:24
28838,99.5,16.6,2023-09-12 04:16:26
28839,99.4,16.6,2023-09-12 04:16:28
28840,99.5,16.6,2023-09-12 04:16:30
28841,99.4,16.6,2023-09-12 04:16:32
28842,99.6,16.5,2023-09-12 04:16:38
28843,99.6,16.6,2023-09-12 04:16:40
28844,99.5,16.6,2023-09-12 04:16:42
28845,99.6,16.6,2023-09-12 04:16:44
28846,99.4,16.6,2023-09-12 04:16:46
28847,99.5,16.7,2023-09-12 04:16:48
28848,99.5,16.6,2023-09-12 04:16:50
28849,99.5,16.6,2023-09-12 04:16:52
28850,99.6,16.6,2023-09-12 04:16:54
28851,99.5,16.6,2023-09-12 04:16:56
28852,99.4,16.7,2023-09-12 04:16:58
28853,99.5,16.6,2023-09-12 04:17:00
28854,99.6,16.6,2023-09-12 04:17:02
28855,99.6,16.6,2023-09-12 04:17:08
28856,99.4,16.6,2023-09-12 04:17:10
28857,99.6,16.7,2023-09-12 04:17:12
28858,99.4,16.6,2023-09-12 04:17:14
28859,99.6,16.7,2023-09-12 04:17:16
28860,99.3,16.6,2023-09-12 04:17:18
28861,99.5,16.6,2023-09-12 04:17:20
28862,99.4,16.6,2023-09-12 04:17:22
28863,99.5,16.6,2023-09-12 04:17:24
28864,99.5,16.6,2023-09-12 04:17:26
28865,99.5,16.6,2023-09-12 04:17:28
28866,99.6,16.6,2023-09-12 04:17:30
28867,99.5,16.6,2023-09-12 04:17:32
28868,99.4,16.6,2023-09-12 04:17:38
28869,99.4,16.6,2023-09-12 04:17:40
28870,99.4,16.6,2023-09-12 04:17:42
28871,99.5,16.7,2023-09-12 04:17:44
28872,99.5,16.6,2023-09-12 04:17:46
28873,99.4,16.6,2023-09-12 04:17:48
28874,99.6,16.6,2023-09-12 04:17:50
28875,99.5,16.6,2023-09-12 04:17:52
28876,99.5,16.6,2023-09-12 04:17:54
28877,99.7,16.6,2023-09-12 04:17:56
28878,99.5,16.6,2023-09-12 04:17:58
28879,99.6,16.6,2023-09-12 04:18:00
28880,99.5,16.6,2023-09-12 04:18:02
28881,99.5,16.6,2023-09-12 04:18:08
28882,99.5,16.6,2023-09-12 04:18:10
28883,99.4,16.6,2023-09-12 04:18:12
28884,99.5,16.6,2023-09-12 04:18:14
28885,99.5,16.5,2023-09-12 04:18:16
28886,99.5,16.6,2023-09-12 04:18:18
28887,99.6,16.6,2023-09-12 04:18:20
28888,99.5,16.6,2023-09-12 04:18:22
28889,99.6,16.5,2023-09-12 04:18:24
28890,99.6,16.6,2023-09-12 04:18:26
28891,99.5,16.6,2023-09-12 04:18:28
28892,99.5,16.6,2023-09-12 04:18:30
28893,99.5,16.6,2023-09-12 04:18:32
28894,99.6,16.6,2023-09-12 04:18:38
28895,99.6,16.6,2023-09-12 04:18:40
28896,99.5,16.6,2023-09-12 04:18:42
28897,99.6,16.6,2023-09-12 04:18:44
28898,99.6,16.6,2023-09-12 04:18:46
28899,99.6,16.5,2023-09-12 04:18:48
28900,99.5,16.6,2023-09-12 04:18:50
28901,99.5,16.6,2023-09-12 04:18:52
28902,99.4,16.6,2023-09-12 04:18:54
28903,99.6,16.5,2023-09-12 04:18:56
28904,99.7,16.6,2023-09-12 04:18:58
28905,99.5,16.6,2023-09-12 04:19:00
28906,99.5,16.6,2023-09-12 04:19:02
28907,99.7,16.6,2023-09-12 04:19:08
28908,99.6,16.6,2023-09-12 04:19:10
28909,99.6,16.6,2023-09-12 04:19:12
28910,99.6,16.5,2023-09-12 04:19:14
28911,99.5,16.6,2023-09-12 04:19:16
28912,99.6,16.6,2023-09-12 04:19:18
28913,99.6,16.6,2023-09-12 04:19:20
28914,99.4,16.6,2023-09-12 04:19:23
28915,99.5,16.6,2023-09-12 04:19:24
28916,99.6,16.6,2023-09-12 04:19:26
28917,99.5,16.6,2023-09-12 04:19:28
28918,99.5,16.6,2023-09-12 04:19:30
28919,99.5,16.6,2023-09-12 04:19:32
28920,99.5,16.6,2023-09-12 04:19:39
28921,99.7,16.6,2023-09-12 04:19:41
28922,99.5,16.6,2023-09-12 04:19:43
28923,99.5,16.6,2023-09-12 04:19:45
28924,99.6,16.5,2023-09-12 04:19:47
28925,99.6,16.6,2023-09-12 04:19:49
28926,99.6,16.7,2023-09-12 04:19:51
28927,99.5,16.6,2023-09-12 04:19:53
28928,99.6,16.6,2023-09-12 04:19:55
28929,99.6,16.6,2023-09-12 04:19:57
28930,99.6,16.6,2023-09-12 04:19:59
28931,99.5,16.6,2023-09-12 04:20:01
28932,99.6,16.6,2023-09-12 04:20:03
28933,99.6,16.6,2023-09-12 04:20:09
28934,99.5,16.6,2023-09-12 04:20:11
28935,99.5,16.6,2023-09-12 04:20:13
28936,99.6,16.6,2023-09-12 04:20:15
28937,99.6,16.7,2023-09-12 04:20:17
28938,99.6,16.6,2023-09-12 04:20:19
28939,99.7,16.6,2023-09-12 04:20:21
28940,99.5,16.6,2023-09-12 04:20:23
28941,99.7,16.5,2023-09-12 04:20:25
28942,99.5,16.6,2023-09-12 04:20:27
28943,99.5,16.6,2023-09-12 04:20:29
28944,99.6,16.6,2023-09-12 04:20:31
28945,99.5,16.6,2023-09-12 04:20:33
28946,99.5,16.6,2023-09-12 04:20:39
28947,99.5,16.6,2023-09-12 04:20:41
28948,99.5,16.6,2023-09-12 04:20:43
28949,99.6,16.6,2023-09-12 04:20:45
28950,99.7,16.6,2023-09-12 04:20:47
28951,99.6,16.6,2023-09-12 04:20:49
28952,99.6,16.6,2023-09-12 04:20:51
28953,99.6,16.6,2023-09-12 04:20:53
28954,99.5,16.6,2023-09-12 04:20:55
28955,99.5,16.6,2023-09-12 04:20:57
28956,99.6,16.6,2023-09-12 04:20:59
28957,99.5,16.6,2023-09-12 04:21:01
28958,99.5,16.6,2023-09-12 04:21:03
28959,99.6,16.6,2023-09-12 04:21:09
28960,99.6,16.7,2023-09-12 04:21:11
28961,99.6,16.6,2023-09-12 04:21:13
28962,99.7,16.6,2023-09-12 04:21:15
28963,99.6,16.6,2023-09-12 04:21:17
28964,99.5,16.5,2023-09-12 04:21:19
28965,99.6,16.5,2023-09-12 04:21:21
28966,99.5,16.6,2023-09-12 04:21:23
28967,99.6,16.6,2023-09-12 04:21:25
28968,99.6,16.6,2023-09-12 04:21:27
28969,99.5,16.6,2023-09-12 04:21:29
28970,99.4,16.6,2023-09-12 04:21:31
28971,99.6,16.6,2023-09-12 04:21:33
28972,99.6,16.6,2023-09-12 04:21:39
28973,99.5,16.6,2023-09-12 04:21:41
28974,99.6,16.6,2023-09-12 04:21:43
28975,99.5,16.6,2023-09-12 04:21:45
28976,99.6,16.5,2023-09-12 04:21:47
28977,99.6,16.5,2023-09-12 04:21:49
28978,99.6,16.7,2023-09-12 04:21:51
28979,99.6,16.6,2023-09-12 04:21:53
28980,99.6,16.6,2023-09-12 04:21:55
28981,99.7,16.6,2023-09-12 04:21:57
28982,99.5,16.6,2023-09-12 04:21:59
28983,99.6,16.6,2023-09-12 04:22:01
28984,99.5,16.6,2023-09-12 04:22:03
28985,99.6,16.5,2023-09-12 04:22:09
28986,99.6,16.7,2023-09-12 04:22:11
28987,99.5,16.6,2023-09-12 04:22:13
28988,99.6,16.5,2023-09-12 04:22:15
28989,99.5,16.6,2023-09-12 04:22:17
28990,99.6,16.6,2023-09-12 04:22:19
28991,99.6,16.6,2023-09-12 04:22:21
28992,99.6,16.6,2023-09-12 04:22:23
28993,99.5,16.6,2023-09-12 04:22:25
28994,99.6,16.5,2023-09-12 04:22:27
28995,99.6,16.6,2023-09-12 04:22:29
28996,99.6,16.6,2023-09-12 04:22:31
28997,99.6,16.6,2023-09-12 04:22:33
28998,99.5,16.6,2023-09-12 04:22:39
28999,99.6,16.6,2023-09-12 04:22:41
29000,99.5,16.5,2023-09-12 04:22:43
29001,99.5,16.5,2023-09-12 04:22:45
29002,99.5,16.5,2023-09-12 04:22:48
29003,99.7,16.6,2023-09-12 04:22:49
29004,99.6,16.6,2023-09-12 04:22:51
29005,99.7,16.6,2023-09-12 04:22:53
29006,99.6,16.6,2023-09-12 04:22:55
29007,99.7,16.6,2023-09-12 04:22:57
29008,99.6,16.6,2023-09-12 04:22:59
29009,99.6,16.7,2023-09-12 04:23:02
29010,99.6,16.5,2023-09-12 04:23:04
29011,99.6,16.6,2023-09-12 04:23:10
29012,99.7,16.5,2023-09-12 04:23:12
29013,99.6,16.6,2023-09-12 04:23:14
29014,99.7,16.6,2023-09-12 04:23:16
29015,99.6,16.5,2023-09-12 04:23:18
29016,99.5,16.6,2023-09-12 04:23:20
29017,99.4,16.5,2023-09-12 04:23:22
29018,99.5,16.6,2023-09-12 04:23:24
29019,99.7,16.6,2023-09-12 04:23:26
29020,99.6,16.6,2023-09-12 04:23:28
29021,99.7,16.6,2023-09-12 04:23:30
29022,99.6,16.5,2023-09-12 04:23:32
29023,99.5,16.6,2023-09-12 04:23:34
29024,99.7,16.6,2023-09-12 04:23:40
29025,99.5,16.5,2023-09-12 04:23:42
29026,99.6,16.6,2023-09-12 04:23:44
29027,99.4,16.5,2023-09-12 04:23:46
29028,99.7,16.6,2023-09-12 04:23:48
29029,99.6,16.5,2023-09-12 04:23:50
29030,99.6,16.6,2023-09-12 04:23:52
29031,99.6,16.5,2023-09-12 04:23:54
29032,99.7,16.5,2023-09-12 04:23:56
29033,99.6,16.5,2023-09-12 04:23:58
29034,99.5,16.6,2023-09-12 04:24:00
29035,99.6,16.5,2023-09-12 04:24:02
29036,99.6,16.6,2023-09-12 04:24:04
29037,99.6,16.6,2023-09-12 04:24:10
29038,99.6,16.5,2023-09-12 04:24:12
29039,99.6,16.5,2023-09-12 04:24:14
29040,99.6,16.6,2023-09-12 04:24:16
29041,99.7,16.6,2023-09-12 04:24:18
29042,99.7,16.5,2023-09-12 04:24:20
29043,99.7,16.5,2023-09-12 04:24:22
29044,99.5,16.6,2023-09-12 04:24:24
29045,99.6,16.6,2023-09-12 04:24:26
29046,99.6,16.6,2023-09-12 04:24:28
29047,99.6,16.6,2023-09-12 04:24:30
29048,99.6,16.5,2023-09-12 04:24:32
29049,99.7,16.6,2023-09-12 04:24:34
29050,99.7,16.5,2023-09-12 04:24:40
29051,99.6,16.6,2023-09-12 04:24:42
29052,99.7,16.6,2023-09-12 04:24:44
29053,99.7,16.6,2023-09-12 04:24:46
29054,99.6,16.6,2023-09-12 04:24:48
29055,99.7,16.6,2023-09-12 04:24:50
29056,99.5,16.6,2023-09-12 04:24:52
29057,99.6,16.5,2023-09-12 04:24:54
29058,99.7,16.5,2023-09-12 04:24:56
29059,99.6,16.5,2023-09-12 04:24:58
29060,99.6,16.6,2023-09-12 04:25:00
29061,99.6,16.5,2023-09-12 04:25:02
29062,99.7,16.5,2023-09-12 04:25:04
29063,99.8,16.5,2023-09-12 04:25:11
29064,99.5,16.5,2023-09-12 04:25:12
29065,99.7,16.6,2023-09-12 04:25:14
29066,99.6,16.5,2023-09-12 04:25:16
29067,99.7,16.5,2023-09-12 04:25:18
29068,99.6,16.5,2023-09-12 04:25:20
29069,99.7,16.6,2023-09-12 04:25:22
29070,99.6,16.5,2023-09-12 04:25:24
29071,99.6,16.5,2023-09-12 04:25:26
29072,99.6,16.6,2023-09-12 04:25:28
29073,99.7,16.5,2023-09-12 04:25:30
29074,99.7,16.6,2023-09-12 04:25:32
29075,99.5,16.5,2023-09-12 04:25:34
29076,99.7,16.5,2023-09-12 04:25:41
29077,99.6,16.6,2023-09-12 04:25:42
29078,99.5,16.5,2023-09-12 04:25:44
29079,99.6,16.6,2023-09-12 04:25:46
29080,99.6,16.5,2023-09-12 04:25:48
29081,99.7,16.5,2023-09-12 04:25:50
29082,99.6,16.6,2023-09-12 04:25:52
29083,99.7,16.5,2023-09-12 04:25:54
29084,99.6,16.5,2023-09-12 04:25:56
29085,99.6,16.5,2023-09-12 04:25:58
29086,99.6,16.5,2023-09-12 04:26:00
29087,99.7,16.5,2023-09-12 04:26:02
29088,99.7,16.5,2023-09-12 04:26:04
29089,99.6,16.5,2023-09-12 04:26:12
29090,99.7,16.5,2023-09-12 04:26:12
29091,99.7,16.6,2023-09-12 04:26:14
29092,99.7,16.5,2023-09-12 04:26:16
29093,99.7,16.5,2023-09-12 04:26:19
29094,99.7,16.5,2023-09-12 04:26:20
29095,99.6,16.5,2023-09-12 04:26:22
29096,99.6,16.5,2023-09-12 04:26:25
29097,99.6,16.5,2023-09-12 04:26:27
29098,99.7,16.6,2023-09-12 04:26:29
29099,99.6,16.6,2023-09-12 04:26:31
29100,99.5,16.6,2023-09-12 04:26:33
29101,99.6,16.6,2023-09-12 04:26:35
29102,99.7,16.5,2023-09-12 04:26:42
29103,99.7,16.5,2023-09-12 04:26:43
29104,99.7,16.5,2023-09-12 04:26:45
29105,99.8,16.5,2023-09-12 04:26:47
29106,99.7,16.5,2023-09-12 04:26:49
29107,99.6,16.5,2023-09-12 04:26:51
29108,99.7,16.6,2023-09-12 04:26:53
29109,99.6,16.6,2023-09-12 04:26:55
29110,99.7,16.5,2023-09-12 04:26:57
29111,99.5,16.5,2023-09-12 04:26:59
29112,99.6,16.5,2023-09-12 04:27:01
29113,99.6,16.6,2023-09-12 04:27:03
29114,99.6,16.5,2023-09-12 04:27:05
29115,99.6,16.5,2023-09-12 04:27:12
29116,99.7,16.6,2023-09-12 04:27:13
29117,99.7,16.5,2023-09-12 04:27:15
29118,99.7,16.6,2023-09-12 04:27:17
29119,99.7,16.6,2023-09-12 04:27:19
29120,99.7,16.5,2023-09-12 04:27:21
29121,99.7,16.5,2023-09-12 04:27:23
29122,99.7,16.4,2023-09-12 04:27:25
29123,99.6,16.5,2023-09-12 04:27:27
29124,99.7,16.5,2023-09-12 04:27:29
29125,99.7,16.5,2023-09-12 04:27:31
29126,99.7,16.5,2023-09-12 04:27:33
29127,99.7,16.5,2023-09-12 04:27:35
29128,99.7,16.5,2023-09-12 04:27:42
29129,99.7,16.5,2023-09-12 04:27:43
29130,99.6,16.5,2023-09-12 04:27:45
29131,99.7,16.5,2023-09-12 04:27:47
29132,99.6,16.6,2023-09-12 04:27:49
29133,99.7,16.6,2023-09-12 04:27:51
29134,99.7,16.5,2023-09-12 04:27:53
29135,99.7,16.6,2023-09-12 04:27:55
29136,99.6,16.5,2023-09-12 04:27:57
29137,99.6,16.5,2023-09-12 04:27:59
29138,99.7,16.6,2023-09-12 04:28:01
29139,99.7,16.4,2023-09-12 04:28:03
29140,99.7,16.5,2023-09-12 04:28:05
29141,99.7,16.5,2023-09-12 04:28:12
29142,99.8,16.4,2023-09-12 04:28:13
29143,99.6,16.5,2023-09-12 04:28:15
29144,99.8,16.5,2023-09-12 04:28:17
29145,99.7,16.5,2023-09-12 04:28:19
29146,99.7,16.5,2023-09-12 04:28:21
29147,99.7,16.5,2023-09-12 04:28:23
29148,99.7,16.5,2023-09-12 04:28:25
29149,99.7,16.5,2023-09-12 04:28:27
29150,99.6,16.6,2023-09-12 04:28:29
29151,99.7,16.5,2023-09-12 04:28:31
29152,99.7,16.4,2023-09-12 04:28:33
29153,99.8,16.5,2023-09-12 04:28:35
29154,99.8,16.5,2023-09-12 04:28:42
29155,99.7,16.5,2023-09-12 04:28:43
29156,99.8,16.5,2023-09-12 04:28:45
29157,99.8,16.5,2023-09-12 04:28:47
29158,99.8,16.5,2023-09-12 04:28:49
29159,99.7,16.5,2023-09-12 04:28:51
29160,99.8,16.5,2023-09-12 04:28:53
29161,99.7,16.5,2023-09-12 04:28:55
29162,99.8,16.5,2023-09-12 04:28:57
29163,99.8,16.5,2023-09-12 04:28:59
29164,99.8,16.5,2023-09-12 04:29:01
29165,99.7,16.5,2023-09-12 04:29:03
29166,99.8,16.5,2023-09-12 04:29:05
29167,99.6,16.6,2023-09-12 04:29:12
29168,99.7,16.5,2023-09-12 04:29:13
29169,99.8,16.5,2023-09-12 04:29:15
29170,99.7,16.5,2023-09-12 04:29:17
29171,99.7,16.5,2023-09-12 04:29:19
29172,99.9,16.5,2023-09-12 04:29:21
29173,99.9,16.5,2023-09-12 04:29:23
29174,99.8,16.5,2023-09-12 04:29:25
29175,99.9,16.5,2023-09-12 04:29:27
29176,99.8,16.5,2023-09-12 04:29:29
29177,99.9,16.5,2023-09-12 04:29:31
29178,99.8,16.5,2023-09-12 04:29:33
29179,99.7,16.4,2023-09-12 04:29:35
29180,99.7,16.5,2023-09-12 04:29:42
29181,99.8,16.5,2023-09-12 04:29:44
29182,99.8,16.4,2023-09-12 04:29:46
29183,99.7,16.5,2023-09-12 04:29:48
29184,99.9,16.5,2023-09-12 04:29:50
29185,99.8,16.5,2023-09-12 04:29:52
29186,99.7,16.5,2023-09-12 04:29:54
29187,99.9,16.5,2023-09-12 04:29:56
29188,99.8,16.5,2023-09-12 04:29:58
29189,99.8,16.4,2023-09-12 04:30:00
29190,99.9,16.5,2023-09-12 04:30:02
29191,99.8,16.5,2023-09-12 04:30:04
29192,99.9,16.5,2023-09-12 04:30:06
29193,99.8,16.5,2023-09-12 04:30:13
29194,99.7,16.4,2023-09-12 04:30:14
29195,99.8,16.4,2023-09-12 04:30:16
29196,99.8,16.4,2023-09-12 04:30:18
29197,99.7,16.5,2023-09-12 04:30:20
29198,99.7,16.5,2023-09-12 04:30:22
29199,99.8,16.5,2023-09-12 04:30:24
29200,99.8,16.4,2023-09-12 04:30:26
29201,99.7,16.5,2023-09-12 04:30:28
29202,99.8,16.6,2023-09-12 04:30:30
29203,99.7,16.4,2023-09-12 04:30:32
29204,99.8,16.5,2023-09-12 04:30:34
29205,99.8,16.4,2023-09-12 04:30:36
29206,99.8,16.4,2023-09-12 04:30:43
29207,99.9,16.5,2023-09-12 04:30:44
29208,99.7,16.4,2023-09-12 04:30:46
29209,99.8,16.5,2023-09-12 04:30:48
29210,99.8,16.5,2023-09-12 04:30:50
29211,99.7,16.5,2023-09-12 04:30:52
29212,99.9,16.5,2023-09-12 04:30:54
29213,99.8,16.5,2023-09-12 04:30:56
29214,99.7,16.5,2023-09-12 04:30:58
29215,99.8,16.5,2023-09-12 04:31:00
29216,99.8,16.5,2023-09-12 04:31:02
29217,99.7,16.5,2023-09-12 04:31:04
29218,99.7,16.6,2023-09-12 04:31:06
29219,99.7,16.5,2023-09-12 04:31:13
29220,99.8,16.5,2023-09-12 04:31:14
29221,99.7,16.5,2023-09-12 04:31:16
29222,99.9,16.5,2023-09-12 04:31:18
29223,99.9,16.4,2023-09-12 04:31:20
29224,99.7,16.5,2023-09-12 04:31:22
29225,99.8,16.5,2023-09-12 04:31:24
29226,99.7,16.4,2023-09-12 04:31:26
29227,99.7,16.5,2023-09-12 04:31:28
29228,99.9,16.4,2023-09-12 04:31:30
29229,99.6,16.5,2023-09-12 04:31:32
29230,99.8,16.5,2023-09-12 04:31:34
29231,99.7,16.5,2023-09-12 04:31:36
29232,99.7,16.5,2023-09-12 04:31:43
29233,99.8,16.5,2023-09-12 04:31:44
29234,99.8,16.5,2023-09-12 04:31:46
29235,99.7,16.5,2023-09-12 04:31:48
29236,99.7,16.6,2023-09-12 04:31:50
29237,99.7,16.4,2023-09-12 04:31:52
29238,99.8,16.4,2023-09-12 04:31:54
29239,99.7,16.4,2023-09-12 04:31:56
29240,99.8,16.5,2023-09-12 04:31:58
29241,99.9,16.4,2023-09-12 04:32:00
29242,99.8,16.5,2023-09-12 04:32:02
29243,99.8,16.4,2023-09-12 04:32:05
29244,99.9,16.5,2023-09-12 04:32:06
29245,99.8,16.5,2023-09-12 04:32:13
29246,99.8,16.5,2023-09-12 04:32:14
29247,99.8,16.5,2023-09-12 04:32:16
29248,99.8,16.5,2023-09-12 04:32:18
29249,99.8,16.5,2023-09-12 04:32:20
29250,99.8,16.5,2023-09-12 04:32:22
29251,99.9,16.5,2023-09-12 04:32:24
29252,99.8,16.5,2023-09-12 04:32:26
29253,99.8,16.4,2023-09-12 04:32:28
29254,99.8,16.5,2023-09-12 04:32:30
29255,99.9,16.5,2023-09-12 04:32:32
29256,99.8,16.5,2023-09-12 04:32:34
29257,99.9,16.5,2023-09-12 04:32:36
29258,99.8,16.5,2023-09-12 04:32:43
29259,99.8,16.4,2023-09-12 04:32:45
29260,99.9,16.5,2023-09-12 04:32:46
29261,99.8,16.5,2023-09-12 04:32:48
29262,99.7,16.5,2023-09-12 04:32:50
29263,99.8,16.4,2023-09-12 04:32:52
29264,99.8,16.4,2023-09-12 04:32:55
29265,99.8,16.5,2023-09-12 04:32:56
29266,99.9,16.4,2023-09-12 04:32:58
29267,99.7,16.5,2023-09-12 04:33:00
29268,99.7,16.5,2023-09-12 04:33:02
29269,99.8,16.5,2023-09-12 04:33:05
29270,99.8,16.4,2023-09-12 04:33:07
29271,99.7,16.5,2023-09-12 04:33:13
29272,99.9,16.5,2023-09-12 04:33:15
29273,99.9,16.5,2023-09-12 04:33:16
29274,99.9,16.5,2023-09-12 04:33:20
29275,99.7,16.4,2023-09-12 04:33:20
29276,99.8,16.4,2023-09-12 04:33:22
29277,99.9,16.5,2023-09-12 04:33:25
29278,99.7,16.5,2023-09-12 04:33:26
29279,99.8,16.4,2023-09-12 04:33:29
29280,99.8,16.4,2023-09-12 04:33:31
29281,99.8,16.4,2023-09-12 04:33:33
29282,99.7,16.5,2023-09-12 04:33:35
29283,99.8,16.5,2023-09-12 04:33:37
29284,99.8,16.4,2023-09-12 04:33:43
29285,99.8,16.4,2023-09-12 04:33:45
29286,99.9,16.4,2023-09-12 04:33:47
29287,99.9,16.4,2023-09-12 04:33:49
29288,99.7,16.5,2023-09-12 04:33:51
29289,99.7,16.4,2023-09-12 04:33:53
29290,99.8,16.4,2023-09-12 04:33:55
29291,99.8,16.4,2023-09-12 04:33:57
29292,99.8,16.4,2023-09-12 04:33:59
29293,99.7,16.5,2023-09-12 04:34:01
29294,99.8,16.4,2023-09-12 04:34:03
29295,99.9,16.4,2023-09-12 04:34:05
29296,99.8,16.4,2023-09-12 04:34:07
